"Fichier","Ligne","Lien"
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","609","href=""#strategie"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","609","href=""#acquisition"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","609","href=""#territoires"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","609","href=""#faq"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","680","href=""/marketing-fragmente-pme"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","693","href=""/chaine-youtube-b2b-generation-leads"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","726","href=""/reduction-cycle-vente-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","740","href=""/systeme-marketing-centralise-pme"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","740","href=""/systeme-marketing-b2b-quebec"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","844","href=""/cdn-cgi/l/email-protection#12717d7c66737166527c7767607d70607773793c71732d616770787771662f567b73757c7d61667b713720225c7767607d5060777379375720372a26375320"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","852","href=""/"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","854","href=""/marketing-fragmente-pme"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","855","href=""/chaine-youtube-b2b-generation-leads"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","856","href=""/reduction-cycle-vente-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","857","href=""/systeme-marketing-centralise-pme"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","858","href=""/systeme-marketing-b2b-quebec"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","861","href=""/montreal-strategie-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","862","href=""/quebec-optimisation-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","863","href=""/laval-export-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","864","href=""/sherbrooke-traction-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","865","href=""/gatineau-conformite-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","869","href=""/mentions-legales"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","871","href=""/politique-confidentialite"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\terrebonne-acquisition-b2b\index.html","873","href=""/rgpd"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","9","href=""https://neurobreak.ca/trois-rivieres-conversion-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","12","href=""https://fonts.googleapis.com"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","13","href=""https://fonts.gstatic.com"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","14","href=""https://fonts.googleapis.com/css2?family=Bebas+Neue&amp;family=Fraunces:ital,opsz,wght@0,9..144,300;0,9..144,700;0,9..144,900;1,9..144,300;1,9..144,700&amp;family=IBM+Plex+Mono:wght@400;500&amp;family=IBM+Plex+Sans:wght@300;400;500&amp;display=swap"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","576","href=""/"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","578","href=""/systeme-marketing-b2b-quebec"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","585","href=""#diagnostic"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","591","href=""/"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","609","href=""#probleme"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","609","href=""#leviers"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","609","href=""#francophonie"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","609","href=""#territoires"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","609","href=""#faq"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","676","href=""/marketing-fragmente-pme"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","687","href=""/chaine-youtube-b2b-generation-leads"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","709","href=""/reduction-cycle-vente-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","720","href=""/systeme-marketing-centralise-pme"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","720","href=""/systeme-marketing-b2b-quebec"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","826","href=""/cdn-cgi/l/email-protection#12717d7c66737166527c7767607d70607773793c71732d616770787771662f567b73757c7d61667b713720225c7767607d5060777379375720372a26375320"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","834","href=""/"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","836","href=""/marketing-fragmente-pme"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","837","href=""/chaine-youtube-b2b-generation-leads"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","838","href=""/reduction-cycle-vente-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","839","href=""/systeme-marketing-centralise-pme"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","840","href=""/systeme-marketing-b2b-quebec"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","843","href=""/montreal-strategie-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","844","href=""/quebec-optimisation-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","845","href=""/laval-export-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","846","href=""/sherbrooke-traction-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","847","href=""/gatineau-conformite-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","851","href=""/mentions-legales"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","853","href=""/politique-confidentialite"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\trois-rivieres-conversion-b2b\index.html","855","href=""/rgpd"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","9","href=""https://neurobreak.ca/victoriaville-orchestration-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","12","href=""https://fonts.googleapis.com"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","13","href=""https://fonts.gstatic.com"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","14","href=""https://fonts.googleapis.com/css2?family=Bebas+Neue&amp;family=Fraunces:ital,opsz,wght@0,9..144,300;0,9..144,700;0,9..144,900;1,9..144,300;1,9..144,700&amp;family=IBM+Plex+Mono:wght@400;500&amp;family=IBM+Plex+Sans:wght@300;400;500&amp;display=swap"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","576","href=""/"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","578","href=""/systeme-marketing-b2b-quebec"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","585","href=""#diagnostic"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","591","href=""/"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","609","href=""#architecture"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","609","href=""#piliers"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","609","href=""#avant-apres"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","609","href=""#territoires"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","609","href=""#faq"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","680","href=""/marketing-fragmente-pme"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","693","href=""/systeme-marketing-centralise-pme"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","693","href=""/chaine-youtube-b2b-generation-leads"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","740","href=""/reduction-cycle-vente-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","740","href=""/systeme-marketing-b2b-quebec"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","844","href=""/cdn-cgi/l/email-protection#12717d7c66737166527c7767607d70607773793c71732d616770787771662f567b73757c7d61667b713720225c7767607d5060777379375720372a26375320"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","852","href=""/"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","854","href=""/marketing-fragmente-pme"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","855","href=""/chaine-youtube-b2b-generation-leads"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","856","href=""/reduction-cycle-vente-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","857","href=""/systeme-marketing-centralise-pme"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","858","href=""/systeme-marketing-b2b-quebec"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","861","href=""/montreal-strategie-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","862","href=""/quebec-optimisation-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","863","href=""/laval-export-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","864","href=""/sherbrooke-traction-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","865","href=""/gatineau-conformite-b2b"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","869","href=""/mentions-legales"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","871","href=""/politique-confidentialite"""
"C:\Users\simon\Bureau_local\Desktop\Nouveau dossier (5)\neurobreak\victoriaville-orchestration-b2b\index.html","873","href=""/rgpd"""
